date,district_code,district,region,latitude,longitude,imd_actual_mm,imd_normal_mm,imd_departure_percent,source_report,gfs_rain_mm,ifs_hres_rain_mm,aifs_rain_mm
2025-02-21,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/FEB 2025/daily cum dated 21.02.2025.xls,0.000,,0.000
2025-02-21,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/FEB 2025/daily cum dated 21.02.2025.xls,0.000,,0.000
2025-02-22,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/FEB 2025/daily cum dated 22.02.2025.xls,0.000,,0.000
2025-02-22,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/FEB 2025/daily cum dated 22.02.2025.xls,0.000,,0.000
2025-02-22,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/FEB 2025/daily cum dated 22.02.2025.xls,0.000,,0.000
2025-02-23,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.300,0.100,178.000,2025/FEB 2025/daily cum dated 23.02.2025.xls,0.700,,0.600
2025-02-23,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/FEB 2025/daily cum dated 23.02.2025.xls,0.900,,1.200
2025-02-23,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/FEB 2025/daily cum dated 23.02.2025.xls,0.000,,0.000
2025-02-24,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 24.02.2025.xls,0.000,,0.000
2025-02-24,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 24.02.2025.xls,0.000,,0.000
2025-02-24,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,1.600,0.000,200.000,2025/FEB 2025/daily Cum dated 24.02.2025.xls,0.000,,0.000
2025-02-25,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 25.02.2025.xls,0.000,,0.000
2025-02-25,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 25.02.2025.xls,0.000,,0.000
2025-02-25,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 25.02.2025.xls,0.000,,0.000
2025-02-26,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 26.02.2025.xls,0.000,,0.000
2025-02-26,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 26.02.2025.xls,0.000,,0.000
2025-02-26,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 26.02.2025.xls,0.000,,0.000
2025-02-27,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 27.02.2025.xls,0.000,,0.000
2025-02-27,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 27.02.2025.xls,0.000,,0.000
2025-02-27,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/FEB 2025/daily Cum dated 27.02.2025.xls,0.000,,0.000
2025-02-28,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/FEB 2025/daily cum dated 28.02.2025.xls,0.000,,0.000
2025-02-28,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/FEB 2025/daily cum dated 28.02.2025.xls,0.000,,0.000
2025-02-28,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/FEB 2025/daily cum dated 28.02.2025.xls,0.000,,0.000
2025-03-01,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/March 2025/daily cum dated 01.03.2025.xls,0.000,,0.000
2025-03-01,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/March 2025/daily cum dated 01.03.2025.xls,0.000,,0.000
2025-03-01,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/March 2025/daily cum dated 01.03.2025.xls,0.000,,0.000
2025-03-02,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.200,-100.000,2025/March 2025/daily cum dated 02.03.2025.xls,0.000,,0.000
2025-03-02,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.300,-100.000,2025/March 2025/daily cum dated 02.03.2025.xls,0.000,,0.000
2025-03-02,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/March 2025/daily cum dated 02.03.2025.xls,0.000,,0.000
2025-03-03,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.000,-100.000,2025/March 2025/daily cum dated 03.03.2025.xls,0.000,,0.000
2025-03-03,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/March 2025/daily cum dated 03.03.2025.xls,0.000,,0.000
2025-03-03,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/March 2025/daily cum dated 03.03.2025.xls,0.000,,0.000
2025-03-04,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.100,-100.000,2025/March 2025/daily cum dated 04.03.2025.xls,0.000,,0.000
2025-03-04,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/March 2025/daily cum dated 04.03.2025.xls,0.000,,0.000
2025-03-04,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/March 2025/daily cum dated 04.03.2025.xls,0.000,,0.000
2025-03-05,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.600,-100.000,2025/March 2025/daily cum dated 05.03.2025.xls,0.000,,0.000
2025-03-05,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/March 2025/daily cum dated 05.03.2025.xls,0.000,,0.000
2025-03-05,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/March 2025/daily cum dated 05.03.2025.xls,0.000,,0.000
2025-03-06,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.300,-100.000,2025/March 2025/daily cum dated 06.03.2025.xls,0.000,,0.000
2025-03-06,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/March 2025/daily cum dated 06.03.2025.xls,0.000,,0.000
2025-03-06,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/March 2025/daily cum dated 06.03.2025.xls,0.000,,0.000
2025-03-07,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.300,-100.000,2025/March 2025/daily cum dated 07.03.2025.xls,0.000,,0.000
2025-03-07,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/March 2025/daily cum dated 07.03.2025.xls,0.000,,0.000
2025-03-07,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/March 2025/daily cum dated 07.03.2025.xls,0.000,,0.000
2025-03-08,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.800,-100.000,2025/March 2025/daily cum dated 08.03.2025.xls,0.000,,0.000
2025-03-08,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.300,-100.000,2025/March 2025/daily cum dated 08.03.2025.xls,0.000,,0.000
2025-03-08,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/March 2025/daily cum dated 08.03.2025.xls,0.000,,0.000
2025-03-09,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.700,-100.000,2025/March 2025/daily cum dated 09.03.2025.xls,0.000,,0.000
2025-03-09,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.200,-100.000,2025/March 2025/daily cum dated 09.03.2025.xls,0.000,,0.000
2025-03-09,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/March 2025/daily cum dated 09.03.2025.xls,0.000,,0.000
2025-03-10,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.400,-100.000,2025/March 2025/Specified Period 10.03.2025.xls,0.000,,0.000
2025-03-10,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/March 2025/Specified Period 10.03.2025.xls,0.000,,0.000
2025-03-10,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/March 2025/Specified Period 10.03.2025.xls,0.000,,0.000
2025-03-11,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.300,-100.000,2025/March 2025/daily cum dated 11.03.2025.xls,0.000,,0.000
2025-03-11,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/March 2025/daily cum dated 11.03.2025.xls,0.000,,0.000
2025-03-11,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/March 2025/daily cum dated 11.03.2025.xls,0.000,,0.000
2025-03-12,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.700,-100.000,2025/March 2025/Specified Period 12.03.2025.xls,2.400,,4.800
2025-03-12,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.200,-100.000,2025/March 2025/Specified Period 12.03.2025.xls,0.200,,1.800
2025-03-12,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/March 2025/Specified Period 12.03.2025.xls,0.000,,0.000
2025-03-13,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,33.900,0.500,6671.000,2025/March 2025/Specified Period 13.03.2025.xls,0.600,,0.600
2025-03-13,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.200,-100.000,2025/March 2025/Specified Period 13.03.2025.xls,0.300,,0.000
2025-03-13,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/March 2025/Specified Period 13.03.2025.xls,0.000,,0.000
2025-03-14,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.400,-100.000,2025/March 2025/Specified Period 14.03.2025.xls,0.200,,1.200
2025-03-14,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.500,-100.000,2025/March 2025/Specified Period 14.03.2025.xls,0.900,,1.200
2025-03-14,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/March 2025/Specified Period 14.03.2025.xls,0.000,,0.000
2025-03-15,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.800,-100.000,2025/March 2025/Specified Period 15.03.2025.xls,0.000,,0.000
2025-03-15,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.900,-100.000,2025/March 2025/Specified Period 15.03.2025.xls,0.000,,0.000
2025-03-15,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/March 2025/Specified Period 15.03.2025.xls,0.000,,0.000
2025-03-16,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.500,-100.000,2025/March 2025/Specified Period 16.03.2025.xls,0.000,,0.600
2025-03-16,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.400,-100.000,2025/March 2025/Specified Period 16.03.2025.xls,0.000,,0.000
2025-03-16,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/March 2025/Specified Period 16.03.2025.xls,0.000,,0.000
2025-03-17,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.600,-100.000,2025/March 2025/Specified Period 17.03.2025.xls,0.000,,2.400
2025-03-17,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.200,-100.000,2025/March 2025/Specified Period 17.03.2025.xls,0.000,,0.000
2025-03-17,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/March 2025/Specified Period 17.03.2025.xls,0.000,,0.000
2025-03-18,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.300,-100.000,2025/March 2025/Specified Period 18.03.2025.xls,0.000,,0.000
2025-03-18,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.100,-100.000,2025/March 2025/Specified Period 18.03.2025.xls,0.000,,0.000
2025-03-18,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/March 2025/Specified Period 18.03.2025.xls,0.000,,0.000
2025-03-19,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.400,-100.000,2025/March 2025/Specified Period 19.03.2025.xls,0.000,,1.200
2025-03-19,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/March 2025/Specified Period 19.03.2025.xls,0.000,,1.200
2025-03-19,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/March 2025/Specified Period 19.03.2025.xls,0.000,,0.000
2025-03-20,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.300,-100.000,2025/March 2025/Specified Period 20.03.2025.xls,2.200,,1.200
2025-03-20,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/March 2025/Specified Period 20.03.2025.xls,0.200,,0.000
2025-03-20,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/March 2025/Specified Period 20.03.2025.xls,0.000,,0.000
2025-03-21,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,1.000,-100.000,2025/March 2025/Specified Period 21.03.2025.xls,0.000,,0.600
2025-03-21,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.700,-100.000,2025/March 2025/Specified Period 21.03.2025.xls,0.000,,0.000
2025-03-21,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.100,-100.000,2025/March 2025/Specified Period 21.03.2025.xls,0.000,,0.000
2025-03-22,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.900,-100.000,2025/March 2025/Specified Period dated 22.03.2025.xls,0.000,,0.000
2025-03-22,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,1.000,-100.000,2025/March 2025/Specified Period dated 22.03.2025.xls,0.000,,0.000
2025-03-22,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.500,-100.000,2025/March 2025/Specified Period dated 22.03.2025.xls,0.000,,0.000
2025-03-23,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,2.000,-100.000,2025/March 2025/Specified Period dated 23.03.2025.xls,0.200,,1.800
2025-03-23,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,1.900,-100.000,2025/March 2025/Specified Period dated 23.03.2025.xls,0.000,,0.000
2025-03-23,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.800,-100.000,2025/March 2025/Specified Period dated 23.03.2025.xls,0.000,,0.000
2025-03-24,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,1.200,-100.000,2025/March 2025/Specified Period 24.03.2025.xls,0.000,,0.000
2025-03-24,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.700,-100.000,2025/March 2025/Specified Period 24.03.2025.xls,0.000,,0.000
2025-03-24,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.300,-100.000,2025/March 2025/Specified Period 24.03.2025.xls,0.000,,0.000
2025-03-25,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.700,-100.000,2025/March 2025/Specified Period dated 25.03.2025.xls,0.000,,4.200
2025-03-25,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,1.000,-100.000,2025/March 2025/Specified Period dated 25.03.2025.xls,0.100,,3.000
2025-03-25,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.600,-100.000,2025/March 2025/Specified Period dated 25.03.2025.xls,5.700,,2.400
2025-03-26,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.400,-100.000,2025/March 2025/Specified Period dated 26.03.2025.xls,0.000,,7.800
2025-03-26,493,Udupi,Coastal Karnataka,13.340,74.740,3.600,0.100,3480.000,2025/March 2025/Specified Period dated 26.03.2025.xls,1.300,,4.200
2025-03-26,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,4.800,0.200,2303.000,2025/March 2025/Specified Period dated 26.03.2025.xls,0.000,,1.200
2025-03-27,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.400,-100.000,2025/March 2025/Specified Period dated 27.03.2025.xls,0.100,,3.000
2025-03-27,493,Udupi,Coastal Karnataka,13.340,74.740,1.500,0.100,1420.000,2025/March 2025/Specified Period dated 27.03.2025.xls,0.000,,1.800
2025-03-27,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.200,-100.000,2025/March 2025/Specified Period dated 27.03.2025.xls,0.000,,0.600
2025-03-28,492,Dakshina Kannada,Coastal Karnataka,12.840,74.860,0.000,0.400,-100.000,2025/March 2025/daily cum dated 28.03.2025.xls,0.000,,0.000
2025-03-28,493,Udupi,Coastal Karnataka,13.340,74.740,0.000,0.000,-100.000,2025/March 2025/daily cum dated 28.03.2025.xls,0.000,,0.000
2025-03-28,494,Uttara Kannada,Coastal Karnataka,14.790,74.690,0.000,0.000,-100.000,2025/March 2025/daily cum dated 28.03.2025.xls,0.000,,0.000
